Year,publications_count,review_publications_count,Term,general_publication,norm_publications_count,norm_review_publications_count
1935,1,0,suspended animation,5769,17.33403,0
1935,19,0,vaccine,5769,329.34651,0
1935,60,0,viruses,5769,1040.0416,0
1935,24,0,vitamin C,5769,416.01664,0
1935,8,0,vitamin D,5769,138.67221,0
1936,3,0,Active structure,5496,54.58515,0
1936,2,0,BLAST,5496,36.3901,0
1936,48,1,Electrothermal-chemical technology,5496,873.36245,18.19505
1936,19,0,Epidemiology,5496,345.70597,0
1936,1,0,Force field,5496,18.19505,0
1936,5,0,Histamine,5496,90.97525,0
1936,1,0,Ion-propelled aircraft,5496,18.19505,0
1936,2,0,Mononucleosis,5496,36.3901,0
1936,1,0,Synthetic Biology,5496,18.19505,0
1936,1,0,Synthetic biology,5496,18.19505,0
1936,1,0,Volumetric,5496,18.19505,0
1936,9,0,acetylcholine,5496,163.75546,0
1936,1,0,alzheimer,5496,18.19505,0
1936,49,0,aquaphonic agriculture,5496,891.5575,0
1936,67,0,cancer,5496,1219.06841,0
1936,8,0,cholesterol,5496,145.56041,0
1936,1,0,cocaine,5496,18.19505,0
1936,3,0,display,5496,54.58515,0
1936,10,0,epinephrine,5496,181.95051,0
1936,49,0,eugenics,5496,891.5575,0
1936,3,0,glutamate,5496,54.58515,0
1936,3,0,glycine,5496,54.58515,0
1936,3,0,hypothalamus,5496,54.58515,0
1936,10,0,inflammatory,5496,181.95051,0
1936,14,0,influenza,5496,254.73071,0
1936,12,0,lipid,5496,218.34061,0
1936,48,0,mouse,5496,873.36245,0
1936,6,0,natural medicine,5496,109.17031,0
1936,4,0,paleocortex,5496,72.7802,0
1936,6,0,pituitary gland,5496,109.17031,0
1936,4,0,race,5496,72.7802,0
1936,4,0,single cell,5496,72.7802,0
1936,5,0,sleep,5496,90.97525,0
1936,1,0,stem cells,5496,18.19505,0
